from_molecule,relationship,to_molecule,rule,reaction_id,generation_formed
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(C(CO)O)(CC(CO)=O)=O,'Keto-enol migration twice',211,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(C(CC(C(CO)=O)O)O)=O,'Keto-enol migration twice',213,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(CCO)(C(C(CO)=O)O)=O,'Keto-enol migration twice',214,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(C(C(C(CCO)O)=O)O)=O,'Keto-enol migration twice',216,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(CO)(C(CC(CO)=O)O)=O,'Keto-enol migration twice',217,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(C(C(CC(C=O)O)O)O)=O,'Keto-enol migration twice',219,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C)(C(C(C(CO)=O)O)O)=O,'Keto-enol migration twice',220,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C(C(C=O)O)O)(C(C)O)=O,'Keto-enol migration twice',222,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(CC(C(C(CO)=O)O)O)=O,'Keto-enol migration twice',223,1
C(CO)=O,FORMS,C(CO)=O,'Keto-enol migration twice',224,1
C(C(C(CO)O)O)=O,FORMS,C(CO)(C(CO)O)=O,'Keto-enol migration twice',226,1
C(CO)(C(C(C(CO)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Keto-enol migration twice',227,1
C(CO)(C(C(C(CO)O)O)O)=O,FORMS,C(C(C(CO)O)O)(C(CO)O)=O,'Keto-enol migration twice',229,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C1(C(O)OC(C(CO)O)C1)=O,'Hemiacetal Formation for 5 membered rings',230,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(C1(CC(C(CO)O1)O)O)=O,'Hemiacetal Formation for 5 membered rings',232,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C1(C(C(CO)O)OC(C1)O)=O,'Hemiacetal Formation for 5 membered rings',233,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(CC1(C(C(CO1)O)O)O)=O,'Hemiacetal Formation for 5 membered rings',235,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C(C(C1(CC(CO1)O)O)O)=O,'Hemiacetal Formation for 5 membered rings',237,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(C1C(CC(CO)(O1)O)O)=O,'Hemiacetal Formation for 5 membered rings',239,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C1C(C(C(C)(O1)O)O)O)=O,'Hemiacetal Formation for 5 membered rings',241,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C)(C1C(C(C(O1)O)O)O)=O,'Hemiacetal Formation for 5 membered rings',242,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C1C(CC(O)O1)O)O)=O,'Hemiacetal Formation for 5 membered rings',244,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(CC1C(C(C(O)O1)O)O)=O,'Hemiacetal Formation for 5 membered rings',245,1
C(C(C(CO)O)O)=O,FORMS,C1C(C(C(O)O1)O)O,'Hemiacetal Formation for 5 membered rings',247,1
C(CO)(C(C(C(CO)O)O)O)=O,FORMS,C(C1(C(C(C(CO)O1)O)O)O)O,'Hemiacetal Formation for 5 membered rings',249,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C1(C(O)OC(CO)C(C1)O)=O,'Hemiacetal Formation for 6 membered rings',250,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(C1(CC(C(CO1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings',252,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C1(C(C(CO)OC(C1)O)O)=O,'Hemiacetal Formation for 6 membered rings',253,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C1(C(C(O)OC(CO)C1)O)=O,'Hemiacetal Formation for 6 membered rings',254,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C1(C(CO)OC(C(C1)O)O)=O,'Hemiacetal Formation for 6 membered rings',255,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C1C(C(CC(O1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings',257,1
C(CO)(C(C(C(CO)O)O)O)=O,FORMS,C1C(C(C(C(CO)(O)O1)O)O)O,'Hemiacetal Formation for 6 membered rings',259,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C1(C(O)OCC(C(C1)O)O)=O,'Hemiacetal Formation for 7 membered rings',260,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C1(C(C(COC(C1)O)O)O)=O,'Hemiacetal Formation for 7 membered rings',261,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C1(C(C(O)OCC(C1)O)O)=O,'Hemiacetal Formation for 7 membered rings',262,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C1(C(COC(C(C1)O)O)O)=O,'Hemiacetal Formation for 7 membered rings',263,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C1(C(C(C(O)OCC1)O)O)=O,'Hemiacetal Formation for 7 membered rings',264,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C1(COC(C(C(C1)O)O)O)=O,'Hemiacetal Formation for 7 membered rings',265,1
C(C(C1C(C(C(O)O1)O)O)O)O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,266,1
C(C1C(C(C(C(O)O1)O)O)O)O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,267,1
C1C(C(C(C(C(O)O1)O)O)O)O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hemiacetal Formation for 7 membered rings,268,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',269,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',269,1
O,FORMS,C(C(C(CO)O)O)(C(CO)O)=O,'Hydration of C(=O)C',270,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(C(C(CO)O)O)(C(CO)O)=O,'Hydration of C(=O)C',270,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',271,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',271,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',272,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',272,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',273,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',273,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',274,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',274,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',275,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',275,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',276,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',276,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',277,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)=O,'Hydration of C(=O)C',277,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C1(CC(C(C1(CO)O)O)O)=O,'Knoevenagel,279,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C1(C(C(CC1O)O)O)O)=O,'Knoevenagel,281,1
C(CO)=O,FORMS,C(C(C(CO)O)(C(CO)O)O)=O,'Knoevenagel,283,1
C(C(C(CO)O)O)=O,FORMS,C(C(C(CO)O)(C(CO)O)O)=O,'Knoevenagel,283,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,O,'Ring Closure 5,285,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,C1(C(C(C(C(CO)O)O1)O)O)=O,'Ring Closure 5,285,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,O,'Ring Closure 6,287,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,C1(C(C(C(C(CO)O1)O)O)O)=O,'Ring Closure 6,287,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,C(C(C1C(C(C(O)(O)O1)O)O)O)O,'Hemiacetal Formation for 5 membered rings,289,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,C(C1C(C(C(C(O)(O)O1)O)O)O)O,'Hemiacetal Formation for 6 membered rings,291,1
C(C(C(C(C(CO)O)O)O)O)(O)=O,FORMS,C1C(C(C(C(C(O)(O)O1)O)O)O)O,'Hemiacetal Formation for 7 membered rings,293,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,294,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,294,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,294,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Cannizarro 2,294,1
O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Cannizarro 2,294,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Cannizarro 2,294,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,295,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,295,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,295,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CO)O)O)(CCO)=O,'Cannizarro 2,295,1
O,FORMS,C(C(C(CO)O)O)(CCO)=O,'Cannizarro 2,295,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(C(C(CO)O)O)(CCO)=O,'Cannizarro 2,295,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,296,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,296,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,296,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(CO)O)(CC(CO)O)=O,'Cannizarro 2,296,1
O,FORMS,C(C(CO)O)(CC(CO)O)=O,'Cannizarro 2,296,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C(C(CO)O)(CC(CO)O)=O,'Cannizarro 2,296,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,297,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,297,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,297,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(CO)O)(CC(CO)O)=O,'Cannizarro 2,297,1
O,FORMS,C(C(CO)O)(CC(CO)O)=O,'Cannizarro 2,297,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(C(CO)O)(CC(CO)O)=O,'Cannizarro 2,297,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,298,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,298,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,298,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CO)O)O)(CCO)=O,'Cannizarro 2,298,1
O,FORMS,C(C(C(CO)O)O)(CCO)=O,'Cannizarro 2,298,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(C(C(CO)O)O)(CCO)=O,'Cannizarro 2,298,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,299,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,299,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,299,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Cannizarro 2,299,1
O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Cannizarro 2,299,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Cannizarro 2,299,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,300,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,300,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,300,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C)(C(C(C(CO)O)O)O)=O,'Cannizarro 2,300,1
O,FORMS,C(C)(C(C(C(CO)O)O)O)=O,'Cannizarro 2,300,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C)(C(C(C(CO)O)O)O)=O,'Cannizarro 2,300,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,301,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,301,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,301,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(C(CO)O)O)O)=O,'Cannizarro 2,301,1
O,FORMS,C(CC(C(C(CO)O)O)O)=O,'Cannizarro 2,301,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(CC(C(C(CO)O)O)O)=O,'Cannizarro 2,301,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,303,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,303,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,303,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(CCO)O)O)O)=O,'Cannizarro 2,303,1
O,FORMS,C(C(C(C(CCO)O)O)O)=O,'Cannizarro 2,303,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C(C(CCO)O)O)O)=O,'Cannizarro 2,303,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,305,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,305,1
C(CO)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,305,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CO)O,'Cannizarro 2,305,1
O,FORMS,C(CO)O,'Cannizarro 2,305,1
C(CO)=O,FORMS,C(CO)O,'Cannizarro 2,305,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,307,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,307,1
C(C(C(CO)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,307,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CO)O)O)O,'Cannizarro 2,307,1
O,FORMS,C(C(C(CO)O)O)O,'Cannizarro 2,307,1
C(C(C(CO)O)O)=O,FORMS,C(C(C(CO)O)O)O,'Cannizarro 2,307,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,308,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,308,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,308,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(CC(C(CO)O)O)=O)(O)=O,'Cannizarro 2,308,1
O,FORMS,C(C(CC(C(CO)O)O)=O)(O)=O,'Cannizarro 2,308,1
C(C(CC(C(CO)O)O)=O)=O,FORMS,C(C(CC(C(CO)O)O)=O)(O)=O,'Cannizarro 2,308,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,309,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,309,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,309,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(C(CO)O)O)=O)(O)=O,'Cannizarro 2,309,1
O,FORMS,C(CC(C(C(CO)O)O)=O)(O)=O,'Cannizarro 2,309,1
C(CC(C(C(CO)O)O)=O)=O,FORMS,C(CC(C(C(CO)O)O)=O)(O)=O,'Cannizarro 2,309,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,310,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,310,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,310,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CC(CO)O)=O)O)(O)=O,'Cannizarro 2,310,1
O,FORMS,C(C(C(CC(CO)O)=O)O)(O)=O,'Cannizarro 2,310,1
C(C(C(CC(CO)O)=O)O)=O,FORMS,C(C(C(CC(CO)O)=O)O)(O)=O,'Cannizarro 2,310,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,311,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,311,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,311,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(O)=O)O)(C(CO)O)=O,'Cannizarro 2,311,1
O,FORMS,C(CC(C(O)=O)O)(C(CO)O)=O,'Cannizarro 2,311,1
C(CC(C=O)O)(C(CO)O)=O,FORMS,C(CC(C(O)=O)O)(C(CO)O)=O,'Cannizarro 2,311,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,312,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,312,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,312,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(O)=O)O)O)(CCO)=O,'Cannizarro 2,312,1
O,FORMS,C(C(C(C(O)=O)O)O)(CCO)=O,'Cannizarro 2,312,1
C(C(C(C=O)O)O)(CCO)=O,FORMS,C(C(C(C(O)=O)O)O)(CCO)=O,'Cannizarro 2,312,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,313,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,313,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,313,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CC(CO)=O)O)O)(O)=O,'Cannizarro 2,313,1
O,FORMS,C(C(C(CC(CO)=O)O)O)(O)=O,'Cannizarro 2,313,1
C(C(C(CC(CO)=O)O)O)=O,FORMS,C(C(C(CC(CO)=O)O)O)(O)=O,'Cannizarro 2,313,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,314,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,314,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,314,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(C)=O)O)O)O)(O)=O,'Cannizarro 2,314,1
O,FORMS,C(C(C(C(C(C)=O)O)O)O)(O)=O,'Cannizarro 2,314,1
C(C(C(C(C(C)=O)O)O)O)=O,FORMS,C(C(C(C(C(C)=O)O)O)O)(O)=O,'Cannizarro 2,314,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,315,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,315,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,315,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(C(C(O)=O)O)O)O)=O,'Cannizarro 2,315,1
O,FORMS,C(CC(C(C(C(O)=O)O)O)O)=O,'Cannizarro 2,315,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(CC(C(C(C(O)=O)O)O)O)=O,'Cannizarro 2,315,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,317,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,317,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,317,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(C(C=O)O)O)O)(O)=O,'Cannizarro 2,317,1
O,FORMS,C(CC(C(C(C=O)O)O)O)(O)=O,'Cannizarro 2,317,1
C(CC(C(C(C=O)O)O)O)=O,FORMS,C(CC(C(C(C=O)O)O)O)(O)=O,'Cannizarro 2,317,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,319,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,319,1
C(CO)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,319,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CO)(O)=O,'Cannizarro 2,319,1
O,FORMS,C(CO)(O)=O,'Cannizarro 2,319,1
C(CO)=O,FORMS,C(CO)(O)=O,'Cannizarro 2,319,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,321,1
O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,321,1
C(C(C(CO)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,321,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CO)O)O)(O)=O,'Cannizarro 2,321,1
O,FORMS,C(C(C(CO)O)O)(O)=O,'Cannizarro 2,321,1
C(C(C(CO)O)O)=O,FORMS,C(C(C(CO)O)O)(O)=O,'Cannizarro 2,321,1
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',3,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(CC(C(CO)O)O)=O)=O,'Elimination + enol to keto',3,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',5,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(C(CO)O)O)=O)=O,'Elimination + enol to keto',5,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',7,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CC(CO)O)=O)O)=O,'Elimination + enol to keto',7,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C=O)O)(C(CO)O)=O,'Elimination + enol to keto',9,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',11,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C=O)O)O)(CCO)=O,'Elimination + enol to keto',11,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',13,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CC(CO)=O)O)O)=O,'Elimination + enol to keto',13,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',15,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(C)=O)O)O)O)=O,'Elimination + enol to keto',15,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',17,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CC(C(C(C=O)O)O)O)=O,'Elimination + enol to keto',17,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CO)=O,'Retro Aldol',20,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(CO)O)O)=O,'Retro Aldol',20,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(CO)(C(C(C(CO)O)O)O)=O,'Keto-enol migration twice',22,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C1C(C(C(O)O1)O)O)O)O,'Hemiacetal Formation for 5 membered rings',24,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C1C(C(C(C(O)O1)O)O)O)O,'Hemiacetal Formation for 6 membered rings',26,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C1C(C(C(C(C(O)O1)O)O)O)O,'Hemiacetal Formation for 7 membered rings',28,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,31,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,31,2
O,FORMS,C(C(C(C(C(CO)O)O)O)O)(O)=O,'Cannizarro 2,31,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,31,2
C(C(C(C(C(CO)O)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)O)O,'Cannizarro 2,31,2
